index,gender,car,reality,child_num,income_total,income_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
3677,M,Y,Y,0,292500.0,Commercial associate,House / apartment,-11714,-765,0,1,0,High skill tech staff,2.0,-26.0
3678,M,Y,Y,2,85500.0,Working,House / apartment,-14274,-3079,0,0,0,,4.0,-7.0
3679,F,Y,Y,0,117000.0,Working,House / apartment,-11736,-1816,0,0,0,Cooking staff,2.0,-50.0
3680,M,N,Y,0,315000.0,Commercial associate,House / apartment,-19818,-4113,0,0,0,Managers,2.0,-18.0
3681,F,Y,Y,1,225000.0,Working,House / apartment,-14816,-1672,0,0,0,Core staff,2.0,0.0
3682,F,Y,Y,0,103500.0,Pensioner,House / apartment,-21671,365243,0,1,0,,2.0,-35.0
3683,F,Y,Y,0,103500.0,Pensioner,House / apartment,-23002,365243,0,1,0,,2.0,-6.0
3684,F,N,Y,0,81000.0,Commercial associate,House / apartment,-17926,-399,0,0,0,Cooking staff,2.0,-16.0
3685,F,Y,Y,0,144000.0,Commercial associate,House / apartment,-12116,-2714,1,1,0,Drivers,2.0,-1.0
3686,M,Y,Y,1,225000.0,Working,House / apartment,-13334,-4908,0,0,0,Core staff,3.0,-42.0
3687,F,N,Y,0,157500.0,Commercial associate,House / apartment,-12009,-1912,0,1,0,Sales staff,1.0,-19.0
3688,F,Y,N,0,225000.0,Working,House / apartment,-14438,-2433,0,0,0,Managers,2.0,-48.0
3689,F,N,N,0,90000.0,Working,House / apartment,-18770,-124,0,0,0,Laborers,2.0,-28.0
3690,F,Y,Y,0,225000.0,Working,House / apartment,-16589,-1497,0,0,0,Core staff,2.0,-7.0
3691,M,Y,Y,0,265500.0,Working,House / apartment,-10143,-387,0,0,1,Core staff,1.0,-18.0
3692,F,N,Y,0,157500.0,Working,With parents,-8238,-674,0,0,0,Accountants,2.0,-12.0
3693,M,Y,Y,0,292500.0,State servant,House / apartment,-17663,-1022,0,0,0,Low-skill Laborers,2.0,-34.0
3694,F,N,Y,0,76500.0,Pensioner,Municipal apartment,-20382,365243,0,0,0,,2.0,-9.0
3695,F,Y,N,1,90000.0,Working,House / apartment,-13951,-1101,1,0,0,Sales staff,3.0,-12.0
3696,M,Y,N,3,180000.0,Working,House / apartment,-10048,-3475,1,0,0,,5.0,-17.0
3697,F,N,Y,1,135000.0,Working,House / apartment,-11598,-2330,0,0,0,,3.0,-16.0
3698,M,Y,Y,0,360000.0,Pensioner,House / apartment,-14010,365243,0,0,0,,2.0,-9.0
3699,M,Y,Y,2,81000.0,State servant,House / apartment,-13276,-5581,1,0,0,Core staff,4.0,-34.0
3700,F,N,N,2,135000.0,Commercial associate,House / apartment,-12541,-4549,1,1,0,Laborers,4.0,-17.0
3701,F,N,Y,0,247500.0,Pensioner,House / apartment,-23132,365243,0,0,0,,2.0,-25.0
3702,M,Y,Y,0,337500.0,Working,House / apartment,-13188,-584,0,0,0,Laborers,1.0,-12.0
3703,M,Y,N,0,90000.0,Commercial associate,House / apartment,-12383,-2017,1,1,0,Drivers,1.0,-9.0
3704,F,N,Y,0,360000.0,Working,House / apartment,-14687,-2463,1,1,0,Cooking staff,2.0,-60.0
3705,M,N,Y,2,112500.0,Commercial associate,House / apartment,-10874,-1174,1,0,0,Laborers,4.0,-13.0
3706,F,N,Y,0,135000.0,Commercial associate,House / apartment,-16965,-928,0,0,0,Accountants,2.0,-52.0
3707,F,N,Y,0,261000.0,Commercial associate,House / apartment,-8477,-947,0,1,1,Laborers,1.0,-20.0
3708,F,N,Y,2,126000.0,Working,House / apartment,-12428,-4900,0,1,1,High skill tech staff,4.0,-12.0
3709,M,Y,Y,0,85500.0,Pensioner,House / apartment,-22466,365243,0,0,0,,2.0,-22.0
3710,M,Y,N,0,157500.0,Working,House / apartment,-10733,-1763,0,0,0,Laborers,1.0,-26.0
3711,F,N,Y,0,157500.0,Working,Municipal apartment,-17401,-1144,0,1,0,,2.0,-14.0
3712,F,Y,Y,2,225000.0,Commercial associate,House / apartment,-14100,-3623,0,0,0,Private service staff,4.0,-31.0
3713,F,Y,Y,0,225000.0,Commercial associate,House / apartment,-11202,-1270,1,0,0,Core staff,1.0,-4.0
3714,F,Y,N,0,135000.0,Commercial associate,House / apartment,-10445,-249,0,0,0,Laborers,2.0,-42.0
3715,F,Y,Y,0,180000.0,Commercial associate,House / apartment,-13765,-5664,0,0,0,Drivers,1.0,-10.0
3716,F,Y,Y,0,315000.0,Commercial associate,House / apartment,-15653,-5500,0,0,1,Core staff,2.0,-39.0
3717,F,N,Y,2,157500.0,Commercial associate,House / apartment,-17004,-1117,1,0,0,Private service staff,4.0,-36.0
3718,F,Y,Y,1,171000.0,Commercial associate,House / apartment,-11095,-1993,0,0,1,,3.0,-52.0
3719,F,N,Y,0,180000.0,Pensioner,House / apartment,-20844,365243,0,0,0,,2.0,-47.0
3720,F,N,N,1,157500.0,Working,House / apartment,-11398,-1687,0,0,0,Core staff,3.0,-40.0
3721,F,N,N,0,135000.0,Commercial associate,House / apartment,-16008,-157,0,0,0,Cooking staff,2.0,-50.0
3722,F,N,Y,0,180000.0,Pensioner,House / apartment,-22381,365243,0,0,0,,2.0,-36.0
3723,M,Y,N,2,225000.0,Working,House / apartment,-14776,-2212,0,0,0,Drivers,1.0,-30.0
3724,F,N,Y,2,67500.0,Working,House / apartment,-15617,-5096,1,1,0,,4.0,-18.0
3725,F,Y,Y,0,315000.0,Commercial associate,House / apartment,-9130,-1390,0,1,0,Core staff,1.0,-38.0
3726,F,N,Y,2,135000.0,Commercial associate,House / apartment,-10186,-2315,0,0,0,Medicine staff,4.0,-21.0
3727,F,N,Y,3,135000.0,Working,Municipal apartment,-13841,-4425,0,1,0,,4.0,-40.0
3728,F,N,N,1,211500.0,Working,House / apartment,-17519,-1132,0,0,0,Core staff,3.0,-29.0
3729,F,N,Y,0,135000.0,Pensioner,House / apartment,-21647,365243,0,0,0,,2.0,-9.0
3730,F,N,Y,0,202500.0,Working,House / apartment,-18902,-8649,0,0,0,Managers,2.0,-56.0
3731,M,Y,Y,0,180000.0,Commercial associate,House / apartment,-21202,-1696,0,0,0,Drivers,2.0,-18.0
3732,F,Y,Y,0,112500.0,Working,House / apartment,-14784,-5817,0,0,0,Security staff,2.0,-5.0
3733,F,Y,Y,2,180000.0,Commercial associate,House / apartment,-12002,-1251,1,0,0,Managers,4.0,-46.0
3734,M,N,Y,0,121500.0,State servant,House / apartment,-14123,-3110,1,1,0,Laborers,2.0,-23.0
3735,F,N,Y,0,225000.0,Commercial associate,House / apartment,-20470,-9269,0,0,0,Core staff,1.0,-12.0
3736,F,N,Y,0,247500.0,Working,House / apartment,-18040,-4813,0,0,0,,1.0,-59.0
3737,M,Y,N,0,180000.0,Working,House / apartment,-10472,-2996,1,0,1,Managers,2.0,-36.0
3738,F,N,Y,0,112500.0,Commercial associate,House / apartment,-17472,-1202,1,1,0,,2.0,-57.0
3739,M,Y,N,0,292500.0,Working,House / apartment,-13999,-1526,0,1,0,Drivers,1.0,-16.0
3740,M,N,Y,0,108000.0,Working,House / apartment,-15997,-7341,1,1,0,Laborers,2.0,-38.0
3741,F,N,Y,1,252000.0,State servant,House / apartment,-15978,-2389,0,0,1,Core staff,2.0,-16.0
3742,M,Y,N,0,180000.0,Commercial associate,Municipal apartment,-9810,-2993,1,0,0,,2.0,-14.0
3743,F,Y,Y,0,225000.0,Working,House / apartment,-17402,-3153,0,1,0,Core staff,2.0,-52.0
3744,F,N,Y,0,202500.0,Commercial associate,House / apartment,-14143,-2072,0,0,0,,1.0,-27.0
3745,F,N,N,0,225000.0,Working,House / apartment,-21131,-9379,0,1,0,,2.0,-49.0
3746,F,N,Y,0,135000.0,Pensioner,House / apartment,-22886,365243,0,1,0,,2.0,-60.0
3747,M,Y,Y,0,450000.0,Commercial associate,House / apartment,-10837,-588,0,0,1,Sales staff,1.0,-3.0
3748,F,N,Y,0,157500.0,Working,House / apartment,-19064,-2939,0,0,0,,2.0,-11.0
3749,F,N,Y,1,67500.0,Commercial associate,House / apartment,-11900,-3360,0,0,0,Accountants,3.0,-25.0
3750,F,N,Y,1,54000.0,Working,House / apartment,-15581,-187,0,0,0,,3.0,-12.0
3751,M,Y,N,0,234000.0,Working,House / apartment,-19378,-858,1,1,0,Laborers,2.0,-11.0
3752,F,Y,N,0,180000.0,Working,House / apartment,-19317,-11542,0,0,0,Medicine staff,2.0,-43.0
3753,F,N,Y,0,135000.0,Pensioner,House / apartment,-21358,365243,0,0,0,,2.0,-45.0
3754,M,Y,Y,0,360000.0,Commercial associate,House / apartment,-19834,-477,0,0,0,Managers,2.0,-3.0
3755,M,Y,Y,2,135000.0,Working,House / apartment,-14156,-2195,1,1,0,,4.0,-53.0
3756,F,Y,N,0,144000.0,Working,House / apartment,-14407,-1345,0,0,0,HR staff,1.0,-40.0
3757,F,N,N,0,54000.0,Working,House / apartment,-14923,-4723,1,0,0,Medicine staff,2.0,-58.0
3758,F,N,N,2,180000.0,Working,House / apartment,-16611,-8369,0,0,0,,4.0,-9.0
3759,M,Y,Y,1,202500.0,Working,House / apartment,-15740,-1860,1,1,0,Laborers,3.0,-49.0
3760,F,N,Y,0,423000.0,Commercial associate,House / apartment,-13480,-3153,0,0,0,Private service staff,1.0,-47.0
3761,M,N,Y,2,675000.0,State servant,House / apartment,-14163,-6886,0,1,0,Drivers,4.0,-49.0
3762,M,N,N,0,67500.0,Working,House / apartment,-19851,-10821,0,0,0,,1.0,-23.0
3763,M,N,N,1,135000.0,Working,House / apartment,-10089,-2757,1,0,0,Laborers,3.0,-36.0
3764,M,N,Y,0,180000.0,Working,House / apartment,-13487,-1071,0,0,1,Laborers,2.0,-17.0
3765,M,N,Y,0,108000.0,Working,House / apartment,-15997,-7341,1,1,0,Laborers,2.0,-8.0
3766,M,Y,N,2,180000.0,Commercial associate,With parents,-15589,-2451,0,0,0,Laborers,3.0,-16.0
3767,F,N,Y,0,135000.0,Commercial associate,House / apartment,-20596,-5156,0,0,0,High skill tech staff,2.0,-11.0
3768,F,N,Y,0,99000.0,Pensioner,House / apartment,-23235,365243,0,0,0,,2.0,-26.0
3769,F,N,Y,0,360000.0,Working,House / apartment,-14687,-2463,1,1,0,Cooking staff,2.0,-28.0
3770,M,Y,Y,4,292500.0,Working,House / apartment,-14150,-401,0,0,0,Laborers,6.0,-24.0
3771,M,Y,Y,0,337500.0,Working,House / apartment,-15369,-5618,0,0,0,,2.0,-34.0
3772,F,Y,Y,0,135000.0,Working,House / apartment,-13474,-2894,1,1,0,Accountants,2.0,-14.0
3773,F,N,Y,1,193500.0,Commercial associate,House / apartment,-16921,-1095,0,0,1,Laborers,3.0,-5.0
3774,F,Y,Y,1,450000.0,State servant,House / apartment,-17726,-708,0,1,1,Core staff,3.0,-22.0
3775,F,Y,Y,0,180000.0,Commercial associate,House / apartment,-12369,-1314,0,0,0,Accountants,2.0,-13.0
3776,M,Y,N,2,225000.0,State servant,With parents,-10937,-1539,0,0,0,High skill tech staff,4.0,-13.0
3777,F,Y,Y,1,135000.0,Commercial associate,House / apartment,-11062,-134,0,1,0,Accountants,3.0,-49.0
3778,M,N,N,0,157500.0,State servant,House / apartment,-11965,-3876,0,0,0,Core staff,2.0,-14.0
3779,F,Y,Y,0,225000.0,Working,House / apartment,-19886,-1577,1,0,0,Accountants,2.0,-13.0
3780,F,N,Y,0,193500.0,Working,House / apartment,-17081,-4783,0,1,0,Laborers,1.0,-7.0
3781,M,Y,Y,0,225000.0,Working,House / apartment,-10328,-1156,0,0,0,Laborers,2.0,-23.0
3782,F,N,Y,0,112500.0,Working,House / apartment,-13868,-415,0,0,0,Laborers,2.0,-17.0
3783,F,N,Y,0,90000.0,Commercial associate,House / apartment,-19310,-1477,0,0,0,Cleaning staff,2.0,-4.0
3784,M,Y,Y,0,225000.0,Working,House / apartment,-11917,-126,0,0,0,Waiters/barmen staff,1.0,-16.0
3785,M,Y,Y,2,148500.0,Working,House / apartment,-16416,-1498,1,1,0,Drivers,4.0,-3.0
3786,M,N,N,0,157500.0,Commercial associate,House / apartment,-17018,-9485,0,1,0,Drivers,2.0,-48.0
3787,M,Y,Y,0,270000.0,Working,House / apartment,-12257,-1463,0,0,0,Laborers,2.0,-35.0
3788,M,Y,Y,1,189000.0,Working,House / apartment,-15287,-2501,0,1,0,,3.0,-60.0
3789,F,Y,Y,0,270000.0,Working,House / apartment,-20715,-1104,1,1,0,Laborers,2.0,-58.0
3790,M,N,Y,0,135000.0,Working,House / apartment,-15819,-169,0,0,0,Security staff,2.0,-57.0
3791,F,N,N,1,157500.0,Working,With parents,-11680,-3695,0,0,0,Sales staff,3.0,-57.0
3792,M,N,Y,0,148500.0,Commercial associate,House / apartment,-16788,-1314,0,0,0,,2.0,-28.0
3793,F,N,Y,0,247500.0,Pensioner,Municipal apartment,-22379,365243,0,0,0,,1.0,-31.0
3794,F,N,N,0,180000.0,Commercial associate,House / apartment,-11202,-2946,0,0,0,Core staff,2.0,-14.0
3795,F,N,Y,0,247500.0,Working,House / apartment,-22100,-578,0,0,1,Managers,2.0,-36.0
3796,F,Y,Y,0,225000.0,Working,House / apartment,-16601,-2859,0,0,0,,2.0,-53.0
3797,F,Y,Y,2,121500.0,Working,House / apartment,-11327,-101,1,1,0,Core staff,4.0,-39.0
3798,F,N,Y,0,135000.0,Pensioner,House / apartment,-23640,365243,0,1,1,,2.0,-13.0
3799,F,Y,N,1,166500.0,State servant,House / apartment,-14489,-5819,0,0,0,Medicine staff,3.0,-24.0
3800,F,N,Y,1,225000.0,State servant,House / apartment,-15899,-3993,0,0,0,,2.0,-57.0
3801,F,N,Y,2,135000.0,Commercial associate,With parents,-14334,-376,0,0,0,Core staff,4.0,-49.0
3802,F,N,N,0,67500.0,Working,House / apartment,-19368,-1252,1,0,0,,2.0,-23.0
3803,F,Y,Y,0,202500.0,Working,House / apartment,-14237,-958,0,0,1,Sales staff,2.0,-15.0
3804,M,N,N,1,117000.0,Pensioner,With parents,-14407,365243,0,1,0,,3.0,-21.0
3805,F,N,Y,0,49500.0,Pensioner,House / apartment,-21768,365243,0,1,0,,2.0,-36.0
3806,F,N,Y,0,225000.0,Working,House / apartment,-11788,-1074,0,1,0,Managers,2.0,-6.0
3807,F,Y,N,1,145350.0,Commercial associate,House / apartment,-9119,-185,0,0,0,Laborers,3.0,-24.0
3808,F,N,Y,0,225000.0,State servant,House / apartment,-23248,-8710,1,1,0,Laborers,2.0,-52.0
3809,F,N,Y,0,72000.0,Pensioner,House / apartment,-20606,365243,0,0,0,,1.0,-37.0
3810,F,N,Y,0,225000.0,Commercial associate,House / apartment,-17401,-9559,0,0,0,Realty agents,2.0,-35.0
3811,M,N,Y,0,135000.0,State servant,House / apartment,-19113,-2816,0,1,0,Core staff,2.0,-46.0
3812,F,Y,Y,0,720000.0,Commercial associate,House / apartment,-20791,-4814,1,1,0,Managers,1.0,-22.0
3813,F,N,Y,0,126000.0,State servant,House / apartment,-18888,-7347,0,0,0,Core staff,2.0,-32.0
3814,F,N,Y,0,180000.0,Working,House / apartment,-17386,-888,0,0,0,Laborers,2.0,-39.0
3815,F,N,Y,0,270000.0,Working,House / apartment,-16458,-9581,0,0,0,Laborers,1.0,-44.0
3816,F,N,Y,0,225000.0,Commercial associate,House / apartment,-20924,-1050,0,0,0,Cleaning staff,1.0,-7.0
3817,F,Y,Y,0,112500.0,Working,House / apartment,-10101,-505,1,1,0,Laborers,2.0,-3.0
3818,F,N,Y,2,67500.0,Commercial associate,House / apartment,-15140,-3174,1,0,1,Sales staff,4.0,-39.0
3819,F,N,Y,0,144000.0,Working,House / apartment,-13190,-4943,0,0,0,,1.0,-33.0
3820,M,Y,N,1,238500.0,Working,With parents,-11384,-1965,1,1,0,Drivers,3.0,-46.0
3821,M,Y,Y,0,135000.0,Commercial associate,With parents,-10665,-1493,0,0,0,Laborers,2.0,-18.0
3822,M,Y,N,1,202500.0,Commercial associate,Municipal apartment,-15542,-888,0,0,0,Drivers,3.0,-30.0
3823,M,Y,Y,0,184500.0,State servant,House / apartment,-13916,-169,0,0,0,Managers,2.0,-12.0
3824,F,N,Y,1,67500.0,Working,House / apartment,-13094,-3454,0,0,0,,3.0,-16.0
3825,F,N,Y,1,225000.0,Working,House / apartment,-11549,-1086,0,0,0,Drivers,3.0,-29.0
3826,F,Y,Y,0,202500.0,Working,House / apartment,-18579,-2011,1,0,0,,2.0,-39.0
3827,M,Y,Y,2,180000.0,State servant,House / apartment,-12258,-5450,0,0,0,Drivers,4.0,-34.0
3828,F,N,N,1,135000.0,Commercial associate,House / apartment,-15170,-7979,0,0,0,High skill tech staff,2.0,-19.0
3829,F,Y,Y,0,135000.0,State servant,House / apartment,-15055,-5238,1,1,1,Managers,2.0,-57.0
3830,F,N,Y,0,207000.0,State servant,House / apartment,-19876,-5865,0,0,0,Medicine staff,1.0,-40.0
3831,M,Y,N,0,270000.0,Working,House / apartment,-16262,-4996,0,0,0,,2.0,-49.0
3832,F,N,Y,2,112500.0,Working,House / apartment,-13552,-2418,0,0,0,Sales staff,4.0,-31.0
3833,F,N,Y,0,225000.0,Pensioner,House / apartment,-22084,365243,0,0,0,,2.0,-18.0
3834,M,Y,Y,1,112500.0,Working,With parents,-12907,-338,0,0,0,Laborers,3.0,-1.0
3835,M,N,Y,0,54000.0,Working,House / apartment,-20018,-1831,0,0,0,Security staff,1.0,-12.0
3836,F,Y,N,2,180000.0,Working,House / apartment,-12709,-3193,0,0,0,Managers,4.0,-46.0
3837,F,N,Y,0,202500.0,Pensioner,House / apartment,-22617,365243,0,1,0,,1.0,-56.0
3838,F,N,N,0,112500.0,Commercial associate,House / apartment,-24064,-2177,0,0,0,,2.0,-1.0
3839,F,Y,Y,2,180000.0,Working,House / apartment,-13014,-1386,0,0,1,Laborers,4.0,-5.0
3840,M,N,Y,0,157500.0,Working,House / apartment,-16027,-889,0,1,0,,2.0,-4.0
3841,F,N,Y,0,126000.0,Pensioner,House / apartment,-24387,365243,0,0,0,,1.0,-15.0
3842,M,Y,Y,0,220500.0,Working,House / apartment,-19597,-993,0,1,0,Drivers,2.0,-33.0
3843,F,Y,N,0,157500.0,Working,House / apartment,-11406,-3078,1,0,0,Managers,1.0,-25.0
3844,F,N,Y,0,67500.0,Working,House / apartment,-10760,-2884,1,1,0,Laborers,2.0,-10.0
3845,F,N,Y,0,189000.0,Pensioner,House / apartment,-22655,365243,0,0,0,,1.0,-1.0
3846,M,N,Y,0,135000.0,Working,House / apartment,-20931,-191,0,1,1,Security staff,2.0,-8.0
3847,F,Y,Y,1,630000.0,Working,House / apartment,-17755,-401,0,0,0,,3.0,-55.0
3848,M,Y,Y,0,225000.0,Working,House / apartment,-20976,-826,0,1,0,Drivers,2.0,-15.0
3849,M,Y,Y,1,112500.0,Working,House / apartment,-12571,-451,1,0,1,Drivers,3.0,-45.0
3850,F,N,N,1,225000.0,Working,House / apartment,-11509,-3506,0,0,0,Laborers,2.0,-60.0
3851,F,N,Y,2,112500.0,Working,House / apartment,-14351,-3592,0,0,0,Sales staff,3.0,-48.0
3852,M,N,N,0,247500.0,State servant,House / apartment,-11977,-2699,0,0,0,Core staff,2.0,-28.0
3853,F,Y,N,0,216000.0,Commercial associate,House / apartment,-14775,-4327,1,0,0,Medicine staff,2.0,-41.0
3854,F,N,Y,0,180000.0,Pensioner,House / apartment,-21881,365243,0,0,0,,2.0,-27.0
3855,F,N,N,0,225000.0,Commercial associate,House / apartment,-10304,-1682,0,0,0,Laborers,2.0,-16.0
3856,F,N,N,2,315000.0,State servant,House / apartment,-12848,-3839,0,0,1,Core staff,4.0,-33.0
3857,M,N,Y,0,315000.0,Commercial associate,House / apartment,-17995,-4034,0,0,0,Managers,2.0,-58.0
3858,F,N,N,0,112500.0,Commercial associate,With parents,-19721,-1539,0,0,0,Accountants,2.0,-36.0
3859,F,N,Y,0,135000.0,Pensioner,House / apartment,-21943,365243,0,0,0,,1.0,-18.0
3860,F,N,Y,0,90000.0,Working,House / apartment,-17098,-1021,0,0,0,Core staff,2.0,-59.0
3861,M,Y,Y,0,234000.0,Working,House / apartment,-15510,-3016,0,0,0,Laborers,2.0,-39.0
3862,M,N,Y,3,202500.0,Working,House / apartment,-13702,-3565,1,1,0,Laborers,5.0,-12.0
3863,F,N,Y,0,103500.0,Pensioner,House / apartment,-24094,365243,0,1,0,,1.0,-41.0
3864,M,N,Y,0,247500.0,Working,House / apartment,-19284,-765,1,0,0,High skill tech staff,2.0,-5.0
3865,M,Y,Y,2,180000.0,Commercial associate,House / apartment,-15790,-1939,0,0,0,Drivers,4.0,-17.0
3866,M,N,Y,0,90000.0,Working,House / apartment,-20531,-2146,0,0,0,Security staff,2.0,-19.0
3867,M,N,Y,0,247500.0,Working,House / apartment,-17454,-2361,0,0,0,Laborers,2.0,-32.0
3868,F,N,Y,1,112500.0,Working,House / apartment,-10406,-2774,0,0,1,Core staff,3.0,-35.0
3869,F,N,Y,0,90000.0,Working,House / apartment,-16684,-2451,0,0,0,Medicine staff,2.0,-42.0
3870,M,Y,Y,3,225000.0,Commercial associate,House / apartment,-13968,-126,0,0,0,,5.0,-26.0
3871,M,Y,Y,0,418500.0,Working,House / apartment,-19038,-73,0,1,0,,2.0,-36.0
3872,M,Y,N,0,162000.0,Working,House / apartment,-15973,-3590,1,1,0,,1.0,-10.0
3873,F,N,Y,0,180000.0,State servant,House / apartment,-19783,-3992,0,0,0,Managers,2.0,-3.0
3874,F,N,N,0,225000.0,Working,House / apartment,-20657,-5637,0,0,0,Accountants,1.0,-36.0
3875,F,N,N,0,112500.0,Pensioner,House / apartment,-21135,365243,0,0,0,,1.0,-41.0
3876,F,N,N,0,135000.0,Pensioner,House / apartment,-24255,365243,0,0,0,,2.0,-38.0
3877,F,Y,Y,0,202500.0,Working,House / apartment,-10564,-897,1,1,0,Core staff,2.0,-17.0
3878,F,N,Y,0,135000.0,Commercial associate,House / apartment,-22699,-2781,1,1,0,Medicine staff,2.0,-46.0
3879,F,N,Y,0,135000.0,State servant,House / apartment,-9749,-635,1,1,0,Secretaries,2.0,-6.0
3880,M,Y,Y,0,360000.0,Commercial associate,House / apartment,-17389,-2113,0,0,0,Drivers,2.0,-47.0
3881,M,Y,Y,0,180000.0,Working,House / apartment,-11988,-2495,0,0,0,Laborers,1.0,-45.0
3882,M,Y,N,0,202500.0,Working,House / apartment,-8655,-1067,0,1,1,Core staff,2.0,-7.0
3883,M,Y,N,0,166500.0,Commercial associate,House / apartment,-10568,-2026,1,0,0,Laborers,1.0,-13.0
3884,M,Y,N,0,135000.0,Working,Municipal apartment,-12099,-1567,0,0,0,Laborers,1.0,-15.0
3885,F,N,Y,2,157500.0,Commercial associate,House / apartment,-12135,-1216,0,0,0,High skill tech staff,4.0,-18.0
3886,F,N,Y,0,225000.0,Working,House / apartment,-14030,-2075,0,0,0,,1.0,-42.0
3887,F,N,N,2,225000.0,Working,House / apartment,-11281,-1744,1,0,1,Core staff,4.0,-39.0
3888,F,N,Y,1,72000.0,Commercial associate,House / apartment,-8054,-389,1,0,0,Core staff,3.0,-3.0
3889,F,N,N,0,180000.0,Commercial associate,With parents,-8912,-1017,0,0,0,,1.0,-10.0
3890,M,N,Y,1,202500.0,Commercial associate,House / apartment,-14952,-104,0,1,0,Security staff,3.0,-4.0
3891,F,Y,Y,0,189000.0,Pensioner,House / apartment,-24066,365243,0,0,0,,1.0,-46.0
3892,F,Y,Y,0,157500.0,Working,House / apartment,-14854,-2452,0,1,0,,2.0,-55.0
3893,F,N,Y,3,202500.0,State servant,House / apartment,-12904,-1404,0,1,0,Core staff,5.0,-20.0
3894,M,Y,Y,0,225000.0,Working,House / apartment,-16507,-4331,0,0,0,Drivers,2.0,-34.0
3895,F,N,Y,0,117000.0,Pensioner,House / apartment,-21428,365243,0,1,0,,2.0,-16.0
3896,F,Y,N,0,135000.0,Pensioner,House / apartment,-21538,365243,0,0,0,,2.0,-27.0
3897,M,Y,Y,0,360000.0,Pensioner,House / apartment,-20859,365243,0,0,1,,2.0,-29.0
3898,M,Y,N,0,67500.0,Working,House / apartment,-22407,-2174,0,0,0,Laborers,2.0,-14.0
3899,F,N,Y,0,292500.0,Pensioner,House / apartment,-14640,365243,0,1,1,,2.0,-54.0
3900,F,Y,Y,1,90000.0,Working,House / apartment,-13868,-994,0,0,0,Sales staff,3.0,-37.0
3901,M,N,Y,0,112500.0,Working,House / apartment,-19087,-6128,0,0,0,Laborers,2.0,-36.0
3902,F,N,N,0,247500.0,Working,House / apartment,-15260,-622,1,0,0,Laborers,2.0,-34.0
3903,F,N,Y,0,67500.0,Pensioner,House / apartment,-23796,365243,0,1,0,,1.0,-43.0
3904,F,N,Y,0,112500.0,Pensioner,House / apartment,-22119,365243,0,0,0,,1.0,-7.0
3905,F,N,Y,0,157500.0,Working,House / apartment,-17343,-938,0,0,0,Sales staff,2.0,-47.0
3906,F,N,Y,0,112500.0,Working,House / apartment,-12783,-1205,0,0,0,Core staff,2.0,-29.0
3907,F,N,Y,1,360000.0,Working,House / apartment,-10556,-1379,0,0,0,Managers,3.0,-6.0
3908,F,N,Y,0,157500.0,Working,House / apartment,-11853,-5061,1,0,0,Waiters/barmen staff,2.0,-5.0
3909,F,N,Y,0,112500.0,Working,Municipal apartment,-20589,-3680,0,0,0,,2.0,-29.0
3910,F,N,Y,2,216000.0,State servant,House / apartment,-15444,-3112,0,0,1,,4.0,-24.0
3911,M,N,Y,2,450000.0,Commercial associate,House / apartment,-13776,-596,0,0,0,Managers,4.0,-36.0
3912,F,Y,Y,0,247500.0,Working,House / apartment,-19046,-5618,0,0,0,Laborers,1.0,-8.0
3913,F,N,Y,0,189000.0,Commercial associate,House / apartment,-20233,-6218,1,1,0,,2.0,-36.0
3914,M,Y,N,0,180000.0,Working,House / apartment,-12330,-5466,0,0,0,Laborers,1.0,-26.0
3915,F,N,Y,0,202500.0,Working,House / apartment,-19444,-2832,0,0,0,,2.0,0.0
3916,M,Y,Y,0,135000.0,Commercial associate,House / apartment,-17538,-613,0,0,0,Core staff,2.0,-11.0
3917,F,Y,Y,0,112500.0,Pensioner,House / apartment,-20775,365243,0,0,0,,2.0,-26.0
3918,F,N,Y,0,135000.0,State servant,House / apartment,-9749,-635,1,1,0,Secretaries,2.0,-43.0
3919,F,N,Y,0,135000.0,Pensioner,House / apartment,-20445,365243,0,0,0,,2.0,-31.0
3920,F,N,Y,1,180000.0,Commercial associate,House / apartment,-17289,-5550,0,0,1,Managers,2.0,-60.0
3921,M,Y,N,0,157500.0,Working,With parents,-10611,-982,0,1,0,Drivers,2.0,-24.0
3922,F,N,Y,0,81000.0,Working,House / apartment,-19210,-2454,0,1,0,,1.0,-28.0
3923,F,N,Y,0,157500.0,Working,House / apartment,-13356,-482,1,1,0,Waiters/barmen staff,1.0,-4.0
3924,F,N,Y,0,81000.0,Pensioner,House / apartment,-22447,365243,0,1,0,,1.0,-14.0
3925,F,N,Y,0,112500.0,Pensioner,House / apartment,-22969,365243,0,1,0,,1.0,-43.0
3926,F,N,N,1,202500.0,Working,House / apartment,-12047,-3443,0,0,0,Managers,3.0,-28.0
3927,F,Y,Y,1,225000.0,Commercial associate,House / apartment,-10909,-1374,0,0,0,Managers,2.0,-30.0
3928,F,N,Y,0,360000.0,Pensioner,House / apartment,-20355,365243,0,1,1,,2.0,-38.0
